Chrm	SV_start	SV_end	ID	size	strand	type	ref_gap_size	query_gap_size	query_Chrm	query_strand	method	query_SV_start	query_SV_end
Chromosome01_Phase0	38684910	38684910	Assemblytics_w_60	63	+	Insertion	0	63	000009F_008	+	within_alignment	361430	361493
Chromosome11_Phase0	1373963	1374029	Assemblytics_w_61	66	+	Deletion	66	0	000013F_003	+	within_alignment	26646	26646
Chromosome02_Phase0	8144382	8144451	Assemblytics_w_62	69	+	Deletion	69	0	000026F_005	+	within_alignment	35860	35860
Chromosome02_Phase0	8441974	8441974	Assemblytics_w_63	54	+	Insertion	0	54	000026F_006	+	within_alignment	284662	284716
Chromosome02_Phase0	1047529	1047580	Assemblytics_w_64	51	+	Deletion	51	0	000033F_003	+	within_alignment	50508	50508
Chromosome15_Phase0	10646028	10646028	Assemblytics_w_65	58	+	Insertion	0	58	000047F_008	+	within_alignment	12141	12199
Chromosome02_Phase0	7862442	7862442	Assemblytics_w_66	56	+	Insertion	0	56	000026F_004	+	within_alignment	7544	7600
Chromosome18_Phase0	9430986	9431038	Assemblytics_w_67	52	+	Deletion	52	0	000042F_003	+	within_alignment	3068	3068
Chromosome04_Phase0	2695809	2695809	Assemblytics_w_68	56	+	Insertion	0	56	000007F_001	+	within_alignment	409980	410036
Chromosome10_Phase0	32028519	32028519	Assemblytics_w_69	54	+	Insertion	0	54	000043F_016	+	within_alignment	40704	40758
Chromosome02_Phase0	12922755	12922806	Assemblytics_w_70	51	+	Deletion	51	0	000015F_001	+	within_alignment	59968	59968
Chromosome06_Phase0	22844757	22844757	Assemblytics_w_71	52	+	Insertion	0	52	000043F_017	+	within_alignment	6734	6786
Chromosome03_Phase0	20723516	20723516	Assemblytics_w_72	55	+	Insertion	0	55	000043F_020	+	within_alignment	18338	18393
Chromosome08_Phase0	10502693	10502748	Assemblytics_w_73	55	+	Deletion	55	0	000052F_006	+	within_alignment	39538	39538
Chromosome18_Phase0	9143549	9143549	Assemblytics_w_74	55	+	Insertion	0	55	000042F_012	+	within_alignment	94376	94431
Chromosome09_Phase0	25347804	25347804	Assemblytics_w_75	82	+	Insertion	0	82	000016F_001	+	within_alignment	155712	155794
Chromosome05_Phase0	24629920	24629984	Assemblytics_w_76	64	+	Deletion	64	0	000049F_008	+	within_alignment	125540	125540
Chromosome15_Phase0	10926641	10926725	Assemblytics_w_77	84	+	Deletion	84	0	000047F_001	+	within_alignment	277124	277124
Chromosome18_Phase0	8836625	8836625	Assemblytics_w_78	74	+	Insertion	0	74	000042F_013	+	within_alignment	198098	198172
Chromosome01_Phase0	31217296	31217363	Assemblytics_w_79	67	+	Deletion	67	0	000044F_001	+	within_alignment	153298	153298
Chromosome01_Phase0	31241813	31241868	Assemblytics_w_80	55	+	Deletion	55	0	000044F_001	+	within_alignment	177812	177812
Chromosome01_Phase0	31364481	31364481	Assemblytics_w_81	58	+	Insertion	0	58	000044F_001	+	within_alignment	304592	304650
Chromosome01_Phase0	31458806	31458806	Assemblytics_w_82	60	+	Insertion	0	60	000044F_001	+	within_alignment	391067	391127
Chromosome13_Phase0	12675601	12675653	Assemblytics_w_83	52	+	Deletion	52	0	000052F_024	+	within_alignment	120688	120688
Chromosome09_Phase0	29230569	29230648	Assemblytics_w_84	79	+	Deletion	79	0	000045F_008	+	within_alignment	264793	264793
Chromosome09_Phase0	29347073	29347073	Assemblytics_w_85	86	+	Insertion	0	86	000045F_008	+	within_alignment	150276	150362
Chromosome18_Phase0	9501634	9501714	Assemblytics_w_86	80	+	Deletion	80	0	000042F_001	+	within_alignment	80470	80470
Chromosome18_Phase0	9507059	9507116	Assemblytics_w_87	57	+	Deletion	57	0	000042F_001	+	within_alignment	85810	85810
Chromosome09_Phase0	29106926	29106978	Assemblytics_w_88	52	+	Deletion	52	0	000045F_009	+	within_alignment	28814	28814
Chromosome08_Phase0	15158	15158	Assemblytics_w_89	57	+	Insertion	0	57	000060F_002	+	within_alignment	11214	11271
Chromosome06_Phase0	26525272	26525346	Assemblytics_w_90	74	+	Deletion	74	0	000049F_001	+	within_alignment	97378	97378
Chromosome03_Phase0	30189035	30189115	Assemblytics_w_91	80	+	Deletion	80	0	000063F_008	+	within_alignment	25300	25300
Chromosome15_Phase0	455799	455878	Assemblytics_w_92	79	+	Deletion	79	0	000066F_002	+	within_alignment	21554	21554
Chromosome08_Phase0	1348401	1348401	Assemblytics_w_93	73	+	Insertion	0	73	000067F_005	+	within_alignment	27452	27525
Chromosome15_Phase0	826782	826839	Assemblytics_w_94	57	+	Deletion	57	0	000066F_006	+	within_alignment	40499	40499
Chromosome15_Phase0	411177	411177	Assemblytics_w_95	70	+	Insertion	0	70	000066F_017	+	within_alignment	11643	11713
Chromosome09_Phase0	28271429	28271491	Assemblytics_w_96	62	+	Deletion	62	0	000054F_001	+	within_alignment	119669	119669
Chromosome02_Phase0	3561275	3561346	Assemblytics_w_97	71	+	Deletion	71	0	000065F_001	+	within_alignment	29915	29915
Chromosome02_Phase0	3605280	3605337	Assemblytics_w_98	57	+	Deletion	57	0	000065F_001	+	within_alignment	73875	73875
Chromosome02_Phase0	3465985	3466039	Assemblytics_w_99	54	+	Deletion	54	0	000065F_002	+	within_alignment	18343	18343
Chromosome08_Phase0	1676180	1676249	Assemblytics_w_100	69	+	Deletion	69	0	000067F_002	+	within_alignment	57223	57223
Chromosome14_Phase0	1389242	1389299	Assemblytics_w_101	57	+	Deletion	57	0	000070F_003	+	within_alignment	182107	182107
Chromosome14_Phase0	1405308	1405308	Assemblytics_w_102	58	+	Insertion	0	58	000070F_003	+	within_alignment	198052	198110
Chromosome09_Phase0	27941835	27941835	Assemblytics_w_103	70	+	Insertion	0	70	000054F_006	+	within_alignment	61175	61245
Chromosome09_Phase0	28069628	28069682	Assemblytics_w_104	54	+	Deletion	54	0	000054F_006	+	within_alignment	189205	189205
Chromosome03_Phase0	18024966	18024966	Assemblytics_w_105	55	+	Insertion	0	55	000071F_022	+	within_alignment	23517	23572
Chromosome08_Phase0	172916	173002	Assemblytics_w_106	86	+	Deletion	86	0	000060F_005	+	within_alignment	295928	295928
Chromosome08_Phase0	363577	363663	Assemblytics_w_107	86	+	Deletion	86	0	000060F_005	+	within_alignment	66915	66915
Chromosome09_Phase0	29496788	29496853	Assemblytics_w_108	65	+	Deletion	65	0	000045F_006	+	within_alignment	217500	217500
Chromosome09_Phase0	29605768	29605768	Assemblytics_w_109	71	+	Insertion	0	71	000045F_006	+	within_alignment	127079	127150
Chromosome05_Phase0	27328873	27328927	Assemblytics_w_110	54	+	Deletion	54	0	000078F_001	+	within_alignment	41051	41051
Chromosome16_Phase0	24616042	24616110	Assemblytics_w_111	68	+	Deletion	68	0	000079F_003	+	within_alignment	14139	14139
Chromosome16_Phase0	24744793	24744793	Assemblytics_w_112	76	+	Insertion	0	76	000079F_003	+	within_alignment	106691	106767
Chromosome07_Phase0	22838897	22838973	Assemblytics_w_113	76	+	Deletion	76	0	000092F_022	+	within_alignment	111146	111146
Chromosome03_Phase0	3097929	3097929	Assemblytics_w_114	54	+	Insertion	0	54	000089F_009	+	within_alignment	184338	184392
Chromosome03_Phase0	3105686	3105753	Assemblytics_w_115	67	+	Deletion	67	0	000089F_009	+	within_alignment	192147	192147
Chromosome03_Phase0	3176598	3176598	Assemblytics_w_116	57	+	Insertion	0	57	000089F_009	+	within_alignment	107727	107784
Chromosome10_Phase0	27807841	27807924	Assemblytics_w_117	83	+	Deletion	83	0	000098F_023	+	within_alignment	15947	15947
Chromosome06_Phase0	19907756	19907829	Assemblytics_w_118	73	+	Deletion	73	0	000101F_010	+	within_alignment	107014	107014
Chromosome18_Phase0	19756027	19756098	Assemblytics_w_119	71	+	Deletion	71	0	000096F_016	+	within_alignment	30017	30017
Chromosome06_Phase0	20036431	20036431	Assemblytics_w_120	62	+	Insertion	0	62	000101F_007	+	within_alignment	62379	62441
Chromosome06_Phase0	20112686	20112744	Assemblytics_w_121	58	+	Deletion	58	0	000101F_007	+	within_alignment	134871	134871
Chromosome05_Phase0	473946	473946	Assemblytics_w_122	67	+	Insertion	0	67	000095F_001	+	within_alignment	20703	20770
Chromosome05_Phase0	599596	599678	Assemblytics_w_123	82	+	Deletion	82	0	000095F_001	+	within_alignment	157337	157337
Chromosome05_Phase0	646140	646211	Assemblytics_w_124	71	+	Deletion	71	0	000095F_001	+	within_alignment	195195	195195
Chromosome05_Phase0	648063	648063	Assemblytics_w_125	59	+	Insertion	0	59	000095F_001	+	within_alignment	197042	197101
Chromosome06_Phase0	20352779	20352832	Assemblytics_w_126	53	+	Deletion	53	0	000101F_006	+	within_alignment	64864	64864
Chromosome08_Phase0	3757022	3757022	Assemblytics_w_127	74	+	Insertion	0	74	000106F_021	+	within_alignment	11657	11731
Chromosome03_Phase0	27409668	27409753	Assemblytics_w_128	85	+	Deletion	85	0	000104F_009	+	within_alignment	120131	120131
Chromosome16_Phase0	16640451	16640451	Assemblytics_w_129	62	+	Insertion	0	62	000105F_001	+	within_alignment	75703	75765
Chromosome01_Phase0	34746123	34746209	Assemblytics_w_130	86	+	Deletion	86	0	000112F_002	+	within_alignment	29212	29212
Chromosome01_Phase0	34750356	34750416	Assemblytics_w_131	60	+	Deletion	60	0	000112F_002	+	within_alignment	33347	33347
Chromosome01_Phase0	34761965	34762015	Assemblytics_w_132	50	+	Deletion	50	0	000112F_002	+	within_alignment	39030	39030
Chromosome03_Phase0	5253761	5253811	Assemblytics_w_133	50	+	Deletion	50	0	000110F_001	+	within_alignment	41920	41920
Chromosome03_Phase0	5263520	5263520	Assemblytics_w_134	83	+	Insertion	0	83	000110F_001	+	within_alignment	62567	62650
Chromosome01_Phase0	34980556	34980556	Assemblytics_w_135	68	+	Insertion	0	68	000112F_003	+	within_alignment	98433	98501
Chromosome01_Phase0	34999551	34999551	Assemblytics_w_136	53	+	Insertion	0	53	000112F_003	+	within_alignment	113391	113444
Chromosome01_Phase0	35011645	35011645	Assemblytics_w_137	53	+	Insertion	0	53	000112F_003	+	within_alignment	126242	126295
Chromosome16_Phase0	16451129	16451129	Assemblytics_w_138	67	+	Insertion	0	67	000105F_019	+	within_alignment	17307	17374
Chromosome03_Phase0	7497008	7497072	Assemblytics_w_139	64	+	Deletion	64	0	000113F_004	+	within_alignment	100144	100144
Chromosome01_Phase0	34870327	34870327	Assemblytics_w_140	69	+	Insertion	0	69	000112F_019	+	within_alignment	12104	12173
Chromosome17_Phase0	6736889	6736889	Assemblytics_w_141	63	+	Insertion	0	63	000119F_002	+	within_alignment	6378	6441
Chromosome14_Phase0	7731763	7731820	Assemblytics_w_142	57	+	Deletion	57	0	000118F_002	+	within_alignment	86053	86053
Chromosome14_Phase0	7554863	7554863	Assemblytics_w_143	76	+	Insertion	0	76	000118F_001	+	within_alignment	119877	119953
Chromosome08_Phase0	3673285	3673285	Assemblytics_w_144	59	+	Insertion	0	59	000106F_001	+	within_alignment	26704	26763
Chromosome05_Phase0	8967080	8967080	Assemblytics_w_145	52	+	Insertion	0	52	000123F_002	+	within_alignment	115255	115307
Chromosome05_Phase0	9071000	9071000	Assemblytics_w_146	52	+	Insertion	0	52	000123F_002	+	within_alignment	21568	21620
Chromosome05_Phase0	27081394	27081471	Assemblytics_w_147	77	+	Deletion	77	0	000078F_012	+	within_alignment	98641	98641
Chromosome05_Phase0	27084578	27084630	Assemblytics_w_148	52	+	Deletion	52	0	000078F_012	+	within_alignment	91226	91226
Chromosome08_Phase0	3949554	3949630	Assemblytics_w_149	76	+	Deletion	76	0	000106F_018	+	within_alignment	76045	76045
Chromosome09_Phase0	6923977	6923977	Assemblytics_w_150	60	+	Insertion	0	60	000128F_005	+	within_alignment	17442	17502
Chromosome10_Phase0	29685078	29685149	Assemblytics_w_151	71	+	Deletion	71	0	000128F_003	+	within_alignment	36732	36732
Chromosome10_Phase0	29804584	29804650	Assemblytics_w_152	66	+	Deletion	66	0	000128F_003	+	within_alignment	125922	125922
Chromosome11_Phase0	22509126	22509126	Assemblytics_w_153	53	+	Insertion	0	53	000130F_010	+	within_alignment	2798	2851
Chromosome11_Phase0	22607812	22607812	Assemblytics_w_154	54	+	Insertion	0	54	000130F_008	+	within_alignment	36206	36260
Chromosome10_Phase0	4245128	4245128	Assemblytics_w_155	54	+	Insertion	0	54	000107F_001	+	within_alignment	52161	52215
Chromosome10_Phase0	31105293	31105363	Assemblytics_w_156	70	+	Deletion	70	0	000136F_004	+	within_alignment	6907	6907
Chromosome05_Phase0	7693233	7693294	Assemblytics_w_157	61	+	Deletion	61	0	000131F_002	+	within_alignment	250437	250437
Chromosome05_Phase0	7868654	7868654	Assemblytics_w_158	67	+	Insertion	0	67	000131F_002	+	within_alignment	93802	93869
Chromosome05_Phase0	7893486	7893544	Assemblytics_w_159	58	+	Deletion	58	0	000131F_002	+	within_alignment	57431	57431
Chromosome07_Phase0	29381557	29381641	Assemblytics_w_160	84	+	Deletion	84	0	000139F_001	+	within_alignment	73886	73886
Chromosome15_Phase0	2882797	2882797	Assemblytics_w_161	53	+	Insertion	0	53	000142F_001	+	within_alignment	45861	45914
Chromosome15_Phase0	15611810	15611810	Assemblytics_w_162	64	+	Insertion	0	64	000151F_003	+	within_alignment	32631	32695
Chromosome12_Phase0	35410322	35410322	Assemblytics_w_163	51	+	Insertion	0	51	000147F_004	+	within_alignment	183988	184039
Chromosome17_Phase0	16003296	16003296	Assemblytics_w_164	72	+	Insertion	0	72	000149F_004	+	within_alignment	55650	55722
Chromosome14_Phase0	7628310	7628390	Assemblytics_w_165	80	+	Deletion	80	0	000152F_011	+	within_alignment	41223	41223
Chromosome08_Phase0	608302	608302	Assemblytics_w_166	86	+	Insertion	0	86	000153F_004	+	within_alignment	4776	4862
Chromosome03_Phase0	2615291	2615368	Assemblytics_w_167	77	+	Deletion	77	0	000152F_001	+	within_alignment	106733	106733
Chromosome11_Phase0	6206175	6206259	Assemblytics_w_168	84	+	Deletion	84	0	000145F_001	+	within_alignment	30176	30176
Chromosome11_Phase0	6497873	6497873	Assemblytics_w_169	55	+	Insertion	0	55	000145F_001	+	within_alignment	319209	319264
Chromosome15_Phase0	55850	55850	Assemblytics_w_170	50	+	Insertion	0	50	000154F_007	+	within_alignment	81119	81169
Chromosome15_Phase0	113846	113846	Assemblytics_w_171	52	+	Insertion	0	52	000154F_002	+	within_alignment	20801	20853
Chromosome15_Phase0	130476	130530	Assemblytics_w_172	54	+	Deletion	54	0	000154F_002	+	within_alignment	45972	45972
Chromosome15_Phase0	142331	142331	Assemblytics_w_173	84	+	Insertion	0	84	000154F_002	+	within_alignment	58537	58621
Chromosome15_Phase0	171224	171307	Assemblytics_w_174	83	+	Deletion	83	0	000154F_002	+	within_alignment	87529	87529
Chromosome11_Phase0	6693198	6693249	Assemblytics_w_175	51	+	Deletion	51	0	000145F_008	+	within_alignment	48640	48640
Chromosome18_Phase0	19198167	19198218	Assemblytics_w_176	51	+	Deletion	51	0	000151F_018	+	within_alignment	16198	16198
Chromosome03_Phase0	2729536	2729536	Assemblytics_w_177	58	+	Insertion	0	58	000152F_002	+	within_alignment	120006	120064
Chromosome03_Phase0	2921527	2921527	Assemblytics_w_178	58	+	Insertion	0	58	000152F_002	+	within_alignment	287131	287189
Chromosome15_Phase0	197054	197124	Assemblytics_w_179	70	+	Deletion	70	0	000154F_001	+	within_alignment	140578	140578
Chromosome15_Phase0	274930	274983	Assemblytics_w_180	53	+	Deletion	53	0	000154F_001	+	within_alignment	35017	35017
Chromosome10_Phase0	29484277	29484333	Assemblytics_w_181	56	+	Deletion	56	0	000128F_001	+	within_alignment	166500	166500
Chromosome18_Phase0	5647710	5647710	Assemblytics_w_182	65	+	Insertion	0	65	000158F_001	+	within_alignment	38393	38458
Chromosome18_Phase0	5456770	5456835	Assemblytics_w_183	65	+	Deletion	65	0	000158F_002	+	within_alignment	109486	109486
Chromosome04_Phase0	29060109	29060109	Assemblytics_w_184	77	+	Insertion	0	77	000161F_005	+	within_alignment	8604	8681
Chromosome17_Phase0	18807353	18807403	Assemblytics_w_185	50	+	Deletion	50	0	000021F_007	+	within_alignment	85517	85517
Chromosome11_Phase0	22757956	22757956	Assemblytics_w_186	54	+	Insertion	0	54	000130F_001	+	within_alignment	80954	81008
Chromosome10_Phase0	511836	511836	Assemblytics_w_187	85	+	Insertion	0	85	000164F_002	+	within_alignment	28532	28617
Chromosome10_Phase0	303785	303785	Assemblytics_w_188	71	+	Insertion	0	71	000164F_004	+	within_alignment	31820	31891
Chromosome10_Phase0	334607	334607	Assemblytics_w_189	70	+	Insertion	0	70	000164F_003	+	within_alignment	49778	49848
Chromosome01_Phase0	1745189	1745249	Assemblytics_w_190	60	+	Deletion	60	0	000173F_002	+	within_alignment	7288	7288
Chromosome05_Phase0	8696407	8696407	Assemblytics_w_191	66	+	Insertion	0	66	000123F_006	+	within_alignment	171602	171668
Chromosome04_Phase0	28986984	28986984	Assemblytics_w_192	65	+	Insertion	0	65	000161F_001	+	within_alignment	35380	35445
Chromosome06_Phase0	27372084	27372084	Assemblytics_w_193	58	+	Insertion	0	58	000180F_002	+	within_alignment	43872	43930
Chromosome06_Phase0	27375557	27375557	Assemblytics_w_194	50	+	Insertion	0	50	000180F_002	+	within_alignment	47387	47437
Chromosome07_Phase0	25480295	25480295	Assemblytics_w_195	53	+	Insertion	0	53	000167F_001	+	within_alignment	123603	123656
Chromosome02_Phase0	22391843	22391902	Assemblytics_w_196	59	+	Deletion	59	0	000071F_021	+	within_alignment	23310	23310
Chromosome17_Phase0	1040344	1040415	Assemblytics_w_197	71	+	Deletion	71	0	000187F_005	+	within_alignment	7978	7978
Chromosome01_Phase0	30251198	30251279	Assemblytics_w_198	81	+	Deletion	81	0	000184F_002	+	within_alignment	159982	159982
Chromosome07_Phase0	5832187	5832254	Assemblytics_w_199	67	+	Deletion	67	0	000195F_012	+	within_alignment	6387	6387
Chromosome15_Phase0	7775527	7775591	Assemblytics_w_200	64	+	Deletion	64	0	000199F_002	+	within_alignment	36898	36898
Chromosome15_Phase0	7730236	7730236	Assemblytics_w_201	56	+	Insertion	0	56	000199F_003	+	within_alignment	7708	7764
Chromosome16_Phase0	3766450	3766450	Assemblytics_w_202	50	+	Insertion	0	50	000114F_001	+	within_alignment	24714	24764
Chromosome17_Phase0	16210611	16210665	Assemblytics_w_203	54	+	Deletion	54	0	000149F_012	+	within_alignment	54241	54241
Chromosome17_Phase0	16221186	16221237	Assemblytics_w_204	51	+	Deletion	51	0	000149F_012	+	within_alignment	64738	64738
Chromosome06_Phase0	1117803	1117887	Assemblytics_w_205	84	+	Deletion	84	0	000202F_012	+	within_alignment	89858	89858
Chromosome06_Phase0	1189422	1189422	Assemblytics_w_206	68	+	Insertion	0	68	000202F_012	+	within_alignment	15078	15146
Chromosome13_Phase0	7737650	7737721	Assemblytics_w_207	71	+	Deletion	71	0	000206F_011	+	within_alignment	58957	58957
Chromosome11_Phase0	31070023	31070086	Assemblytics_w_208	63	+	Deletion	63	0	000208F_004	+	within_alignment	79488	79488
Chromosome08_Phase0	470292	470292	Assemblytics_w_209	75	+	Insertion	0	75	000153F_001	+	within_alignment	29216	29291
Chromosome08_Phase0	517886	517958	Assemblytics_w_210	72	+	Deletion	72	0	000153F_001	+	within_alignment	77079	77079
Chromosome13_Phase0	4715258	4715314	Assemblytics_w_211	56	+	Deletion	56	0	000209F_001	+	within_alignment	194372	194372
Chromosome13_Phase0	4868285	4868285	Assemblytics_w_212	63	+	Insertion	0	63	000209F_001	+	within_alignment	42497	42560
Chromosome11_Phase0	31139532	31139588	Assemblytics_w_213	56	+	Deletion	56	0	000208F_001	+	within_alignment	110772	110772
Chromosome11_Phase0	31150043	31150043	Assemblytics_w_214	57	+	Insertion	0	57	000208F_001	+	within_alignment	121243	121300
Chromosome03_Phase0	7834147	7834217	Assemblytics_w_215	70	+	Deletion	70	0	000113F_001	+	within_alignment	89793	89793
Chromosome01_Phase0	34570384	34570384	Assemblytics_w_216	71	+	Insertion	0	71	000218F_003	+	within_alignment	17505	17576
Chromosome01_Phase0	34635608	34635608	Assemblytics_w_217	73	+	Insertion	0	73	000218F_003	+	within_alignment	94435	94508
